用户名,帖子内容,留言用户名,留言时间,留言内容
['新浪新闻'],['【残奥会上最长的一分钟，张艺谋当时也看“紧张”了】#盲人火炬手讲述点火环节背后细节#4日晚，当视障运动员李端登上北京冬残奥会主火炬台，或许连他自己也想不到，他将迎来自己人生中最漫长，或许也是最值得纪念的一分钟。当主火炬在全场齐声“加油”中成功点燃，现场响起雷鸣般的掌声。“虽然我看不见，但我要让全世界看到，我们中国残疾人自强不息的精神！” '],['河洛君'],['22-3-5 20:31'],['如果能满足我一个愿望，我希望他能重新看到这个世界']
['新浪新闻'],['【残奥会上最长的一分钟，张艺谋当时也看“紧张”了】#盲人火炬手讲述点火环节背后细节#4日晚，当视障运动员李端登上北京冬残奥会主火炬台，或许连他自己也想不到，他将迎来自己人生中最漫长，或许也是最值得纪念的一分钟。当主火炬在全场齐声“加油”中成功点燃，现场响起雷鸣般的掌声。“虽然我看不见，但我要让全世界看到，我们中国残疾人自强不息的精神！” '],['最宠基拉'],['22-3-5 20:34'],['昨晚我看的直播，当时我就觉得火炬手好像有点hold不住了，可人家没放弃现场还有人大声助威“加油！”，最后终于把火炬插进准确的位置了，过程非常励志感人！']
['新浪新闻'],['【残奥会上最长的一分钟，张艺谋当时也看“紧张”了】#盲人火炬手讲述点火环节背后细节#4日晚，当视障运动员李端登上北京冬残奥会主火炬台，或许连他自己也想不到，他将迎来自己人生中最漫长，或许也是最值得纪念的一分钟。当主火炬在全场齐声“加油”中成功点燃，现场响起雷鸣般的掌声。“虽然我看不见，但我要让全世界看到，我们中国残疾人自强不息的精神！” '],['百川归海PHZ83501'],['22-3-5 20:42'],['意志坚强，持之以恒，坚持不懈的中国健儿！']
['新浪新闻'],['【残奥会上最长的一分钟，张艺谋当时也看“紧张”了】#盲人火炬手讲述点火环节背后细节#4日晚，当视障运动员李端登上北京冬残奥会主火炬台，或许连他自己也想不到，他将迎来自己人生中最漫长，或许也是最值得纪念的一分钟。当主火炬在全场齐声“加油”中成功点燃，现场响起雷鸣般的掌声。“虽然我看不见，但我要让全世界看到，我们中国残疾人自强不息的精神！” '],['bigwolf0404'],['22-3-5 20:46'],['原来他是前CBA运动员。。。。真不容易']
['新浪新闻'],['【残奥会上最长的一分钟，张艺谋当时也看“紧张”了】#盲人火炬手讲述点火环节背后细节#4日晚，当视障运动员李端登上北京冬残奥会主火炬台，或许连他自己也想不到，他将迎来自己人生中最漫长，或许也是最值得纪念的一分钟。当主火炬在全场齐声“加油”中成功点燃，现场响起雷鸣般的掌声。“虽然我看不见，但我要让全世界看到，我们中国残疾人自强不息的精神！” '],['每天为你变一点'],['22-3-5 21:33'],['那声加油破防了～～']
['新浪新闻'],['【残奥会上最长的一分钟，张艺谋当时也看“紧张”了】#盲人火炬手讲述点火环节背后细节#4日晚，当视障运动员李端登上北京冬残奥会主火炬台，或许连他自己也想不到，他将迎来自己人生中最漫长，或许也是最值得纪念的一分钟。当主火炬在全场齐声“加油”中成功点燃，现场响起雷鸣般的掌声。“虽然我看不见，但我要让全世界看到，我们中国残疾人自强不息的精神！” '],['心不二是宁不二'],['22-3-5 20:48'],['.']
['新浪新闻'],['【残奥会上最长的一分钟，张艺谋当时也看“紧张”了】#盲人火炬手讲述点火环节背后细节#4日晚，当视障运动员李端登上北京冬残奥会主火炬台，或许连他自己也想不到，他将迎来自己人生中最漫长，或许也是最值得纪念的一分钟。当主火炬在全场齐声“加油”中成功点燃，现场响起雷鸣般的掌声。“虽然我看不见，但我要让全世界看到，我们中国残疾人自强不息的精神！” '],['火炎焱宝'],['22-3-5 20:46'],['转发微博']
['新浪新闻'],['【残奥会上最长的一分钟，张艺谋当时也看“紧张”了】#盲人火炬手讲述点火环节背后细节#4日晚，当视障运动员李端登上北京冬残奥会主火炬台，或许连他自己也想不到，他将迎来自己人生中最漫长，或许也是最值得纪念的一分钟。当主火炬在全场齐声“加油”中成功点燃，现场响起雷鸣般的掌声。“虽然我看不见，但我要让全世界看到，我们中国残疾人自强不息的精神！” '],['2011wb吖霸'],['22-3-5 20:00'],['喜欢']
['卡本戴奥科赛德'],['#盲人点燃冬残奥主火炬# \\n小即是大，家是最小国，国是千万家！\\n中华民族对人民个体的重视是西方无法比拟的。更高更快更强更团结精神在残疾人运动员身上体现得更充分啦！\\n冰墩墩热度不减，雪容融带来新的可可爱爱！\\n接下来我们的双奥之城带出三亚休闲城市——杭州#人人亚运# ，吉祥物江南忆的爱达未来也是很好说出了我们的目标和大国自信！'],['晨起种花'],['22-3-7 07:41'],['期待亚运']
['辽视第一时间'],['#冬残奥会版你是我的眼# 【#来自辽宁的火炬手李端#讲述点火仪式上的泪奔60秒】3月4日，北京冬残奥会开幕式在鸟巢举行。最激动人心的主火炬点燃环节，火炬手李端用了足足一分钟，将火炬稳稳地嵌入“大雪花”主火炬台，此时，加油的声音传来，全场雷鸣般的掌声，令人泪目。他是一位盲人运动员！\\n         “开幕式上，摸索着插火炬的时候，我的心里特别平静，相信自己一定能够成功，我做到了！”昨晚，记者通过沈阳市残联，电话连线李端。作为一名视障运动员，李端告诉记者：“我将主火炬手的任务当成一次考验，经过连续五天的反复练习，我坚信自己一定能够攻克难关。”\\n开幕式导演沈晨在接受采访时曾提到：“我们用了最大胆的方式……到目前为止，在我所了解的残奥会和冬残奥会中，还没有过盲人点火的先例。”\\n李端的儿子、16岁的李晰然激动地告诉记者：“我为父亲骄傲，也很紧张。但是，听到全场观众为他‘加油’的呐喊声时候，我坚信他一定能够出色地完成任务。”\\n出生于1978年的李端，是沈阳人。从小喜欢打篮球的他，曾两次入选国家青年队，获得过全国青年男篮的扣篮冠军，王治郅是他那时的队友。18岁那年，李端因为一次意外失去了光明。逐步恢复健康的他，开始学习盲文。幸运的是，中国残联和各级残联在寻找残疾人运动员时发现了他。考虑到李端弹跳力好、腿长等特点，教练把跳远定为李端的主项……重新开启运动生涯，李端为祖国赢得数不清的荣誉：从2000年到2012年，他参加了4届残奥会，累计获得4块金牌。2008年的北京残奥会，他刷新了保持10年之久的男子三级跳远世界纪录，在鸟巢升起了国旗，奏响了国歌……\\n谈到北京冬残奥会，李端开心地说：“我代表所有运动员和残疾人运动员点燃北京冬残奥会的主火炬，我们都是兄弟姐妹。希望冬残奥会的运动员们向冬奥会的运动员学习，学习他们拼搏不服输的精神，发扬我们残疾人运动员自强不息的精神。预祝大家取得好成绩，在赛场上充分地展示自我。”（文字：北斗融媒）  辽视第一时间的微博视频'],['木木酱传奇'],['22-3-7 19:22'],['再看 依然是感动 哽咽:thumbs_up:']
['辽视第一时间'],['#冬残奥会版你是我的眼# 【#来自辽宁的火炬手李端#讲述点火仪式上的泪奔60秒】3月4日，北京冬残奥会开幕式在鸟巢举行。最激动人心的主火炬点燃环节，火炬手李端用了足足一分钟，将火炬稳稳地嵌入“大雪花”主火炬台，此时，加油的声音传来，全场雷鸣般的掌声，令人泪目。他是一位盲人运动员！\\n         “开幕式上，摸索着插火炬的时候，我的心里特别平静，相信自己一定能够成功，我做到了！”昨晚，记者通过沈阳市残联，电话连线李端。作为一名视障运动员，李端告诉记者：“我将主火炬手的任务当成一次考验，经过连续五天的反复练习，我坚信自己一定能够攻克难关。”\\n开幕式导演沈晨在接受采访时曾提到：“我们用了最大胆的方式……到目前为止，在我所了解的残奥会和冬残奥会中，还没有过盲人点火的先例。”\\n李端的儿子、16岁的李晰然激动地告诉记者：“我为父亲骄傲，也很紧张。但是，听到全场观众为他‘加油’的呐喊声时候，我坚信他一定能够出色地完成任务。”\\n出生于1978年的李端，是沈阳人。从小喜欢打篮球的他，曾两次入选国家青年队，获得过全国青年男篮的扣篮冠军，王治郅是他那时的队友。18岁那年，李端因为一次意外失去了光明。逐步恢复健康的他，开始学习盲文。幸运的是，中国残联和各级残联在寻找残疾人运动员时发现了他。考虑到李端弹跳力好、腿长等特点，教练把跳远定为李端的主项……重新开启运动生涯，李端为祖国赢得数不清的荣誉：从2000年到2012年，他参加了4届残奥会，累计获得4块金牌。2008年的北京残奥会，他刷新了保持10年之久的男子三级跳远世界纪录，在鸟巢升起了国旗，奏响了国歌……\\n谈到北京冬残奥会，李端开心地说：“我代表所有运动员和残疾人运动员点燃北京冬残奥会的主火炬，我们都是兄弟姐妹。希望冬残奥会的运动员们向冬奥会的运动员学习，学习他们拼搏不服输的精神，发扬我们残疾人运动员自强不息的精神。预祝大家取得好成绩，在赛场上充分地展示自我。”（文字：北斗融媒）  辽视第一时间的微博视频'],['mini_无双'],['22-3-8 11:10'],['看了好多遍，但是依然很感动。尤其那声加油！']
['走遍東北亞'],['北京冬残奥会主火炬点燃了！最后一棒火炬手，是位盲人运动员，他的名字叫李端，生于长春，成长于沈阳，是我们东北人。 '],['东北知识局'],['22-3-5 12:24'],['转发微博']
['咪咕体育'],['#盲人点燃冬残奥主火炬# \\n\\n视障运动员李端点燃北京冬残奥主火炬！他用心里的光为我们点亮了微光，这就是自强不息努力向上的体育精神！#北京冬残奥会开幕式#  咪咕体育的微博视频 '],['沐之iFH'],['22-3-7 23:52'],['这大概就是属于中国人的浪漫吧']
['咪咕体育'],['#盲人点燃冬残奥主火炬# \\n\\n视障运动员李端点燃北京冬残奥主火炬！他用心里的光为我们点亮了微光，这就是自强不息努力向上的体育精神！#北京冬残奥会开幕式#  咪咕体育的微博视频 '],['梓沐敲酷鸭'],['22-3-6 14:10'],['瞬间泪奔']
['咪咕体育'],['#盲人点燃冬残奥主火炬# \\n\\n视障运动员李端点燃北京冬残奥主火炬！他用心里的光为我们点亮了微光，这就是自强不息努力向上的体育精神！#北京冬残奥会开幕式#  咪咕体育的微博视频 '],['北枳南淮'],['22-3-7 08:37'],['感动']
['咪咕体育'],['#盲人点燃冬残奥主火炬# \\n\\n视障运动员李端点燃北京冬残奥主火炬！他用心里的光为我们点亮了微光，这就是自强不息努力向上的体育精神！#北京冬残奥会开幕式#  咪咕体育的微博视频 '],['街头小崽x'],['22-3-5 12:28'],['太坚强了！']
